Portfolio,Current Holding,Holding Name,Holding Sector,Holding Quant,Holding Score,Holding Val,Holding Growth,Holding Profit,Holding Mom,Holding Rev,Holding Analyst,Holding Upside,Holding FSI,Alt Ticker,Alt Name,Alt Quant,Alt Score,Alt Val,Alt Growth,Alt Profit,Alt Mom,Alt Rev,Alt Analyst,Alt Upside,Alt Div Yield,Alt FSI,Score Diff
Power,APP,AppLovin Corporation,Communication Services,Hold,3.17,D+,A,A+,C-,B,Buy,+44.3%,REMOVED,GOOGL,Alphabet Inc.,Hold,3.35,C-,A-,A,B+,C-,Strong Buy,+24.2%,27.0%,FSI-LC,0.18
Power,APP,AppLovin Corporation,Communication Services,Hold,3.17,D+,A,A+,C-,B,Buy,+44.3%,REMOVED,OMC,Omnicom Group Inc.,Buy,3.77,B,A,C,B+,A+,Buy,+29.5%,400.0%,,0.60
Power,CRDO,Credo Technology Group Holding,Technology,Hold,3.16,C-,A+,A,C-,B,Strong Buy,+78.7%,,LITE,Lumentum Holdings Inc.,Buy,3.61,D,A+,C+,A+,A-,Buy,+7.2%,0.0%,FSI-SM,0.44
Power,CRDO,Credo Technology Group Holding,Technology,Hold,3.16,C-,A+,A,C-,B,Strong Buy,+78.7%,,NVDA,NVIDIA Corporation,Buy,3.60,C,A,A,B,B-,Strong Buy,+45.4%,2.0%,FSI-LC,0.44
Power,CRDO,Credo Technology Group Holding,Technology,Hold,3.16,C-,A+,A,C-,B,Strong Buy,+78.7%,,AVGO,Broadcom Inc.,Buy,3.51,C+,A-,A,C+,A-,Strong Buy,+39.2%,76.0%,FSI-LC,0.34
Core,SO,The Southern Company,Utilities,Hold,2.92,C,C+,B,B,B,Buy,+3.3%,,EIX,Edison International,Buy,4.22,A,A+,A,A+,F,Hold,+3.4%,491.0%,,1.31
Core,SO,The Southern Company,Utilities,Hold,2.92,C,C+,B,B,B,Buy,+3.3%,,FE,FirstEnergy Corp.,Buy,3.92,B-,A,B+,A-,A-,Buy,+2.0%,367.0%,,1.00
Core,SO,The Southern Company,Utilities,Hold,2.92,C,C+,B,B,B,Buy,+3.3%,,CWEN-A,"Clearway Energy, Inc.",Buy,3.79,C+,A,C,A+,A,Strong Buy,+7.2%,476.0%,,0.87
Core,LNG,"Cheniere Energy, Inc.",Energy,Hold,3.16,C+,A-,A,C+,D+,Strong Buy,+7.5%,,TPL,Texas Pacific Land Corporation,Buy,4.00,C-,B,A+,A+,A+,Hold,-16.0%,46.0%,FSI-LC,0.84
Core,LNG,"Cheniere Energy, Inc.",Energy,Hold,3.16,C+,A-,A,C+,D+,Strong Buy,+7.5%,,AROC,"Archrock, Inc.",Buy,3.63,C,A-,A-,A-,B-,Strong Buy,+6.8%,237.0%,,0.47
Core,LNG,"Cheniere Energy, Inc.",Energy,Hold,3.16,C+,A-,A,C+,D+,Strong Buy,+7.5%,,INSW,"International Seaways, Inc.",Buy,3.62,B-,A,A-,A-,D+,Strong Buy,+12.7%,656.0%,,0.47
Core,CIEN,Ciena Corporation,Technology,Buy,3.59,D+,A,C+,A+,A-,Buy,-3.9%,,ADEA,Adeia Inc.,Buy,3.98,B,A,A,A,C,Strong Buy,+32.3%,87.0%,,0.39
Core,CIEN,Ciena Corporation,Technology,Buy,3.59,D+,A,C+,A+,A-,Buy,-3.9%,,SNDK,Sandisk Corporation,Buy,3.92,C+,A+,C+,A+,A,Buy,+23.0%,0.0%,,0.33
Core,AMD,"Advanced Micro Devices, Inc.",Technology,Hold,3.46,C,A,B-,B,A-,Buy,+46.5%,FSI-LC,ADEA,Adeia Inc.,Buy,3.98,B,A,A,A,C,Strong Buy,+32.3%,87.0%,,0.52
Core,AMD,"Advanced Micro Devices, Inc.",Technology,Hold,3.46,C,A,B-,B,A-,Buy,+46.5%,FSI-LC,SNDK,Sandisk Corporation,Buy,3.92,C+,A+,C+,A+,A,Buy,+23.0%,0.0%,,0.46
Core,AMD,"Advanced Micro Devices, Inc.",Technology,Hold,3.46,C,A,B-,B,A-,Buy,+46.5%,FSI-LC,TER,"Teradyne, Inc.",Buy,3.67,D+,A,B+,A+,B,Buy,+7.3%,17.0%,,0.21
Core,INCY,Incyte Corporation,Healthcare,Buy,3.54,B,A-,A-,B,C,Buy,+18.2%,,HALO,"Halozyme Therapeutics, Inc.",Buy,3.88,B-,A+,A,B-,A,Buy,+32.9%,0.0%,FSI-SM,0.34
Core,INCY,Incyte Corporation,Healthcare,Buy,3.54,B,A-,A-,B,C,Buy,+18.2%,,INDV,"Indivior Pharmaceuticals, Inc.",Buy,3.97,B+,A,A,B,B,Strong Buy,+51.8%,0.0%,,0.43
Core,INCY,Incyte Corporation,Healthcare,Buy,3.54,B,A-,A-,B,C,Buy,+18.2%,,INVA,"Innoviva, Inc.",Buy,3.78,A-,A,A,B+,D,Buy,+51.1%,0.0%,,0.24
Core,CRM,"Salesforce, Inc.",Technology,Hold,2.93,B,B-,B+,C,C+,Buy,+38.1%,,LITE,Lumentum Holdings Inc.,Buy,3.61,D,A+,C+,A+,A-,Buy,+7.2%,0.0%,FSI-SM,0.67
Core,CRM,"Salesforce, Inc.",Technology,Hold,2.93,B,B-,B+,C,C+,Buy,+38.1%,,NVDA,NVIDIA Corporation,Buy,3.60,C,A,A,B,B-,Strong Buy,+45.4%,2.0%,FSI-LC,0.66
Core,CRM,"Salesforce, Inc.",Technology,Hold,2.93,B,B-,B+,C,C+,Buy,+38.1%,,AVGO,Broadcom Inc.,Buy,3.51,C+,A-,A,C+,A-,Strong Buy,+39.2%,76.0%,FSI-LC,0.57
Core,ATI,ATI Inc.,Industrials,Hold,3.14,C-,C-,B,A+,B,Strong Buy,+9.3%,,FIX,"Comfort Systems USA, Inc.",Buy,3.72,D+,A,B+,A+,B-,None,+23.5%,16.0%,FSI-SM,0.58
Core,ATI,ATI Inc.,Industrials,Hold,3.14,C-,C-,B,A+,B,Strong Buy,+9.3%,,FTAI,FTAI Aviation Ltd.,Buy,3.95,D+,A,A,A,A-,Strong Buy,+40.9%,57.0%,,0.81
Core,ATI,ATI Inc.,Industrials,Hold,3.14,C-,C-,B,A+,B,Strong Buy,+9.3%,,VRT,Vertiv Holdings Co,Buy,3.91,D,A,A-,A+,A-,Strong Buy,+0.9%,9.0%,,0.77
Core,SLM,SLM Corporation,Financial Services,Hold,3.20,B+,A,A,D+,D+,Buy,+50.8%,,ECPG,"Encore Capital Group, Inc.",Buy,4.29,A-,A+,A-,A+,C+,Buy,+23.5%,0.0%,,1.09
Core,SLM,SLM Corporation,Financial Services,Hold,3.20,B+,A,A,D+,D+,Buy,+50.8%,,JXN,Jackson Financial Inc.,Buy,4.15,A,A+,C-,A-,A+,None,+19.7%,344.0%,,0.95
Core,SLM,SLM Corporation,Financial Services,Hold,3.20,B+,A,A,D+,D+,Buy,+50.8%,,BBT,Beacon Financial Corporation,Buy,3.94,B-,A+,C,A,A,None,+20.2%,448.0%,,0.74
Core,BRK-B,Berkshire Hathaway Inc.,Financial Services,Hold,2.61,B-,C-,B-,B+,F,Buy,+6.3%,,ECPG,"Encore Capital Group, Inc.",Buy,4.29,A-,A+,A-,A+,C+,Buy,+23.5%,0.0%,,1.68
Core,BRK-B,Berkshire Hathaway Inc.,Financial Services,Hold,2.61,B-,C-,B-,B+,F,Buy,+6.3%,,JXN,Jackson Financial Inc.,Buy,4.15,A,A+,C-,A-,A+,None,+19.7%,344.0%,,1.54
Core,BRK-B,Berkshire Hathaway Inc.,Financial Services,Hold,2.61,B-,C-,B-,B+,F,Buy,+6.3%,,BBT,Beacon Financial Corporation,Buy,3.94,B-,A+,C,A,A,None,+20.2%,448.0%,,1.33
Core,PLD,"Prologis, Inc.",Real Estate,Hold,2.92,C-,B-,B+,B,C,Buy,+7.5%,,ADAM,"Adamas Trust, Inc.",Buy,4.12,A,A+,B+,A-,C+,Buy,+44.3%,1088.0%,,1.20
Core,PLD,"Prologis, Inc.",Real Estate,Hold,2.92,C-,B-,B+,B,C,Buy,+7.5%,,ARR,"ARMOUR Residential REIT, Inc.",Buy,3.96,A-,N/A,A,A-,C+,Buy,+6.3%,1654.0%,,1.04
Core,PLD,"Prologis, Inc.",Real Estate,Hold,2.92,C-,B-,B+,B,C,Buy,+7.5%,,GTY,Getty Realty Corp.,Buy,3.86,B-,B+,A-,A,B-,Buy,+1.6%,587.0%,,0.94
Core,VRDN,"Viridian Therapeutics, Inc.",Healthcare,Hold,2.82,C-,A+,D,B+,C,Strong Buy,+47.0%,,HALO,"Halozyme Therapeutics, Inc.",Buy,3.88,B-,A+,A,B-,A,Buy,+32.9%,0.0%,FSI-SM,1.05
Core,VRDN,"Viridian Therapeutics, Inc.",Healthcare,Hold,2.82,C-,A+,D,B+,C,Strong Buy,+47.0%,,AMGN,Amgen Inc.,Buy,3.63,C,B+,A-,A,C+,Buy,-4.8%,267.0%,FSI-LC|FSI-UP,0.81
Core,VRDN,"Viridian Therapeutics, Inc.",Healthcare,Hold,2.82,C-,A+,D,B+,C,Strong Buy,+47.0%,,INDV,"Indivior Pharmaceuticals, Inc.",Buy,3.97,B+,A,A,B,B,Strong Buy,+51.8%,0.0%,,1.15
Income,OKE,"ONEOK, Inc.",Energy,Hold,2.77,C+,B+,B-,C,C,Buy,+5.6%,FSI-LC,TPL,Texas Pacific Land Corporation,Buy,4.00,C-,B,A+,A+,A+,Hold,-16.0%,46.0%,FSI-LC,1.22
Income,OKE,"ONEOK, Inc.",Energy,Hold,2.77,C+,B+,B-,C,C,Buy,+5.6%,FSI-LC,AROC,"Archrock, Inc.",Buy,3.63,C,A-,A-,A-,B-,Strong Buy,+6.8%,237.0%,,0.85
Income,OKE,"ONEOK, Inc.",Energy,Hold,2.77,C+,B+,B-,C,C,Buy,+5.6%,FSI-LC,INSW,"International Seaways, Inc.",Buy,3.62,B-,A,A-,A-,D+,Strong Buy,+12.7%,656.0%,,0.85
Income,VZ,Verizon Communications Inc.,Communication Services,Hold,3.37,B+,C,B+,A,C,Buy,-0.7%,,OMC,Omnicom Group Inc.,Buy,3.77,B,A,C,B+,A+,Buy,+29.5%,400.0%,,0.41
Income,VZ,Verizon Communications Inc.,Communication Services,Hold,3.37,B+,C,B+,A,C,Buy,-0.7%,,SCHL,Scholastic Corporation,Buy,3.71,B,B-,C+,A,A+,Hold,+7.4%,239.0%,,0.34
Income,NMR,"Nomura Holdings, Inc.",Financial Services,Hold,2.66,B+,C,C+,B-,D,None,+30.2%,,ECPG,"Encore Capital Group, Inc.",Buy,4.29,A-,A+,A-,A+,C+,Buy,+23.5%,0.0%,,1.63
Income,NMR,"Nomura Holdings, Inc.",Financial Services,Hold,2.66,B+,C,C+,B-,D,None,+30.2%,,JXN,Jackson Financial Inc.,Buy,4.15,A,A+,C-,A-,A+,None,+19.7%,344.0%,,1.49
Income,NMR,"Nomura Holdings, Inc.",Financial Services,Hold,2.66,B+,C,C+,B-,D,None,+30.2%,,BBT,Beacon Financial Corporation,Buy,3.94,B-,A+,C,A,A,None,+20.2%,448.0%,,1.29
Income,BMY,Bristol-Myers Squibb Company,Healthcare,Buy,3.78,B,B,A-,A,B-,Hold,+5.8%,,INDV,"Indivior Pharmaceuticals, Inc.",Buy,3.97,B+,A,A,B,B,Strong Buy,+51.8%,0.0%,,0.19
Income,PFE,Pfizer Inc.,Healthcare,Hold,3.28,B+,D+,B+,B+,B,Buy,+5.8%,,HALO,"Halozyme Therapeutics, Inc.",Buy,3.88,B-,A+,A,B-,A,Buy,+32.9%,0.0%,FSI-SM,0.60
Income,PFE,Pfizer Inc.,Healthcare,Hold,3.28,B+,D+,B+,B+,B,Buy,+5.8%,,AMGN,Amgen Inc.,Buy,3.63,C,B+,A-,A,C+,Buy,-4.8%,267.0%,FSI-LC|FSI-UP,0.35
Income,PFE,Pfizer Inc.,Healthcare,Hold,3.28,B+,D+,B+,B+,B,Buy,+5.8%,,INDV,"Indivior Pharmaceuticals, Inc.",Buy,3.97,B+,A,A,B,B,Strong Buy,+51.8%,0.0%,,0.70
Income,ABEV,Ambev S.A.,Consumer Defensive,Hold,3.35,B+,C-,A-,A,C-,Hold,+7.8%,,COKE,"Coca-Cola Consolidated, Inc.",Buy,3.95,B-,B,B+,A+,A,None,N/A,48.0%,,0.59
Income,ABEV,Ambev S.A.,Consumer Defensive,Hold,3.35,B+,C-,A-,A,C-,Hold,+7.8%,,PRDO,Perdoceo Education Corporation,Buy,3.84,B,A-,A-,A-,C+,None,+20.1%,172.0%,,0.49
Income,ABEV,Ambev S.A.,Consumer Defensive,Hold,3.35,B+,C-,A-,A,C-,Hold,+7.8%,,LRN,"Stride, Inc.",Buy,3.69,B+,A+,B+,B-,B-,Buy,+26.8%,0.0%,,0.34
Income,MO,"Altria Group, Inc.",Consumer Defensive,Hold,3.38,B-,C-,A+,A-,B-,Buy,-3.3%,,COKE,"Coca-Cola Consolidated, Inc.",Buy,3.95,B-,B,B+,A+,A,None,N/A,48.0%,,0.56
Income,MO,"Altria Group, Inc.",Consumer Defensive,Hold,3.38,B-,C-,A+,A-,B-,Buy,-3.3%,,PRDO,Perdoceo Education Corporation,Buy,3.84,B,A-,A-,A-,C+,None,+20.1%,172.0%,,0.46
Income,MO,"Altria Group, Inc.",Consumer Defensive,Hold,3.38,B-,C-,A+,A-,B-,Buy,-3.3%,,LRN,"Stride, Inc.",Buy,3.69,B+,A+,B+,B-,B-,Buy,+26.8%,0.0%,,0.31
Income,CNQ,Canadian Natural Resources Lim,Energy,Hold,3.43,C+,B+,B+,A,D+,Buy,-10.5%,,TPL,Texas Pacific Land Corporation,Buy,4.00,C-,B,A+,A+,A+,Hold,-16.0%,46.0%,FSI-LC,0.57
Income,CNQ,Canadian Natural Resources Lim,Energy,Hold,3.43,C+,B+,B+,A,D+,Buy,-10.5%,,AROC,"Archrock, Inc.",Buy,3.63,C,A-,A-,A-,B-,Strong Buy,+6.8%,237.0%,,0.20
