ticker,name,sector,industry,quant_rating,quant_score,val_grade,growth_grade,profit_grade,mom_grade,rev_grade,val_s,growth_s,profit_s,mom_s,rev_s,analyst_label,num_analysts,upside,div_yield,price,market_cap,pe_ttm,pe_fwd,rev_growth,earn_growth,roe,net_margin,mom_3m,mom_6m,mom_12m
ED,"Consolidated Edison, Inc.",Utilities,Utilities - Regulated Electric,Hold,3.2940307212756075,B+,C+,B-,A-,C,67.09195402298852,40.76923076923077,52.833333333333336,80.5084745762712,33.89830508474576,Hold,16,-2.545743834526648,3.08,113.13,40874172416.0,20.05851,17.448908,0.089,-0.083,0.08767,0.11958,19.50399626050725,17.674891008373315,
STLD,"Steel Dynamics, Inc.",Basic Materials,Steel,Hold,3.293654356820561,B-,A-,B-,B,B,49.389939331575455,75.06038647342996,48.40563165905631,57.3820395738204,56.16438356164384,Strong Buy,11,11.31768703597944,1.1,175.1,25564028928.0,21.8875,10.962901,0.14,0.347,0.13284001,0.06523,2.5599570718251474,31.538130267452622,
ATGE,Adtalem Global Education Inc,Consumer Defensive,Education & Training Services,Hold,3.2925986563618928,B,B+,A-,C,C+,61.2672533276164,71.43910079233461,78.2587218277246,34.146341463414636,43.90243902439025,Strong Buy,2,75.05581489750355,0.0,98.54,3579815168.0,14.512519,10.647218,0.124,0.047,0.18027,0.13408,5.934211520254928,-28.903322034196854,
UNFI,"United Natural Foods, Inc.",Consumer Defensive,Food Distribution,Hold,3.2905345164252235,B+,C-,D+,A,A,71.2399351626994,20.98765432098765,8.113615313368324,93.90243902439023,91.46341463414635,Hold,8,9.692612791274158,0.0,40.34,2457989376.0,,12.980202,-0.026,,-0.04847,-0.00247,28.389560477551058,36.09986784982346,
SABR,Sabre Corporation,Technology,Software - Infrastructure,Hold,3.289818435682175,A,C-,B,B,B,89.01891456065187,18.220338983050848,55.98739495798319,62.7043222352232,59.49367088607595,Hold,6,17.352941176470594,0.0,1.7,671780544.0,,6.3756375,0.034,,,0.18933001,11.111113188832977,-9.574467855753976,
EXPE,"Expedia Group, Inc.",Consumer Cyclical,Travel Services,Hold,3.2898084268907453,C+,B-,A-,B-,B+,35.63184103252475,53.34449178332319,78.47037782249049,50.23474178403755,74.64788732394366,Buy,34,23.331737316055357,0.73,227.65,27895062528.0,23.205912,9.95971,0.114,-0.273,0.48672,0.08783,-16.757081155213783,3.236693665212642,
CWEN,"Clearway Energy, Inc.",Utilities,Utilities - Renewable,Hold,3.289395675043834,C-,A,C,A,C+,20.80440288330411,90.83333333333333,29.833333333333332,92.37288135593221,38.983050847457626,None,4,15.071015255128861,4.73,38.02,4596770816.0,26.587414,23.042425,0.211,,-0.04025,0.11826,17.430772596880217,36.14277218900743,
CRGY,Crescent Energy Company,Energy,Oil & Gas E&P,Hold,3.2887519944535426,A-,C+,C,B,A-,78.08477169220203,42.857142857142854,31.223513328776484,56.49350649350649,84.4155844155844,Strong Buy,14,22.900936967632024,4.09,11.74,3849549312.0,21.74074,8.732326,-0.012,,0.03507,0.037130002,21.519544257864286,36.532258195102685,
VIR,"Vir Biotechnology, Inc.",Healthcare,Biotechnology,Hold,3.288101082947467,C+,A+,D+,A+,C-,37.195464612740075,99.43502824858757,8.842105263157894,97.76536312849163,24.444444444444443,Strong Buy,9,119.17489451476793,0.0,9.48,1515011968.0,,-4.212584,4.178,,-0.45727003,0.0,44.73282021288632,81.26194962575578,
JBL,Jabil Inc.,Technology,Electronic Components,Hold,3.285389105853357,B-,B+,C+,B+,B-,49.496404763855175,68.78831590335378,37.473438714692925,74.31212991525723,49.36708860759494,Buy,9,5.805413659078296,0.13,252.14,26934341632.0,39.45853,18.66581,0.187,0.534,0.47823003,0.0226,9.67485144934701,17.752129771681567,
BGC,"BGC Group, Inc.",Financial Services,Capital Markets,Hold,3.28490723019123,B-,C+,B-,B,A+,47.71047951580864,44.6332842682949,46.51354242882461,59.599999999999994,96.34146341463415,Strong Buy,2,56.92640692640691,0.87,9.24,4382181376.0,29.80645,5.8113203,0.32,-0.423,0.13175,0.05503,3.109250973429334,-9.0979502656646,
IPGP,IPG Photonics Corporation,Technology,Semiconductor Equipment & Materials,Hold,3.2844213184160522,C,B+,C-,A,A-,29.872794504347034,69.80706815723045,19.55095694665531,86.72836223096834,77.21518987341773,Buy,6,32.05309492314008,0.0,109.615,4624804864.0,150.15753,42.486435,0.171,0.693,0.01498,0.03098,28.219678019730754,32.70581358950364,
IIIN,Insteel Industries Inc.,Industrials,Metal Fabrication,Hold,3.2842761566816323,A,A,C+,C,C,86.69350874702363,94.58299729098167,41.081278068550674,32.09876543209876,30.737704918032787,None,1,32.32514177693761,0.38,31.74,615641088.0,13.061728,9.91875,0.233,6.033,0.13768,0.07012,-2.368496958743893,-16.880351249409486,
DV,"DoubleVerify Holdings, Inc.",Communication Services,Advertising Agencies,Hold,3.2811523384833157,B-,B+,B,C,A,49.612532247654414,69.6579391891892,59.75468975468975,33.07692307692308,86.36363636363636,Buy,18,24.141988416988426,0.0,10.36,1678195328.0,34.53333,7.935292,0.079,0.311,0.045739997,0.06769,-7.334528468627699,-25.734766009679632,
FNB,F.N.B. Corporation,Financial Services,Banks - Regional,Hold,3.2807015198976974,B+,A-,C+,B-,C+,71.65678711352376,79.37723745661378,43.92561663658683,48.199999999999996,39.83739837398374,None,8,24.84443061605477,2.99,16.07,5743241728.0,10.301282,8.2304735,0.264,0.558,0.08652,0.33651,-7.886686729324022,-0.8401951958508125,
TDW,Tidewater Inc.,Energy,Oil & Gas Equipment & Services,Hold,3.2805620558115915,B-,B+,B+,B+,C-,49.15945724985973,67.04545454545455,72.43677375256321,66.23376623376623,18.181818181818183,Hold,6,6.020942408376961,0.0,76.4,3787417088.0,11.506024,12.63332,-0.024,5.31,0.26974002,0.24739,33.65990238619461,28.424941745553877,
GOLF,Acushnet Holdings Corp.,Consumer Cyclical,Leisure,Hold,3.280423612374517,C-,B,B,A,C+,21.645054127357263,63.20754716981132,57.30128921678217,88.96713615023475,42.25352112676056,Hold,6,5.501130369253948,1.1,92.89,5449050624.0,29.868168,22.383131,0.072,,0.23653999,0.07369,9.983600667926229,22.454062973241463,
LYV,"Live Nation Entertainment, Inc.",Communication Services,Entertainment,Hold,3.2799991368751984,C-,B+,C+,B+,A,20.934651794159436,68.75,40.24531024531024,67.6923076923077,93.93939393939394,Strong Buy,22,14.316828842315378,0.0,160.32,37643444224.0,,70.67662,0.111,,0.36701,0.01968,15.487675797024924,-7.893828421989069,
EME,"EMCOR Group, Inc.",Industrials,Engineering & Construction,Hold,3.2770105076764677,C+,A,B,B+,D+,40.486346381463555,88.06015675083235,58.63200961215764,71.81069958847738,10.245901639344263,Buy,7,22.34327896077577,0.22,710.53,31807490048.0,25.23189,22.506174,0.197,0.53,0.3849,0.07493,13.386186846983449,11.127797138078144,
PFE,Pfizer Inc.,Healthcare,Drug Manufacturers - General,Hold,3.2758972968427504,B+,D+,B+,B+,B,71.96260012041748,12.994350282485875,65.56140350877193,71.50837988826817,59.44444444444444,Buy,26,5.829374534623977,6.3,26.86,152733138944.0,19.60584,9.491804,-0.012,,0.08886,0.124180004,5.9345752217348835,11.789302552430492,
NBIX,"Neurocrine Biosciences, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,Hold,3.2753063757182836,C+,A-,B+,C,B,41.59418878338605,80.95742534301857,74.89473684210527,33.24022346368715,60.55555555555555,Strong Buy,28,39.30611989356707,0.0,127.78,12824442880.0,27.4206,13.145509,0.283,0.477,0.16383,0.16731001,-17.89500996532334,-11.01671687403105,
VTR,"Ventas, Inc.",Real Estate,REIT - Healthcare Facilities,Hold,3.2747451611134704,D+,B+,C,A,A-,14.101217505349329,71.57598499061913,28.42833933743025,87.19008264462809,81.66666666666667,Buy,20,5.4524361948955935,2.42,86.2,40942002176.0,159.62962,89.172104,0.214,0.101,0.0217,0.04321,11.575909081841719,25.750534960351846,
BFS,"Saul Centers, Inc.",Real Estate,REIT - Retail,Hold,3.274728893857252,B-,C+,B,B,B+,47.82319721257894,44.18647071086095,62.48640248640248,64.87603305785125,65.0,None,2,37.71186440677967,7.14,33.04,1140133760.0,30.311926,24.294119,0.106,-0.292,0.100609995,0.12942,8.16683061090977,5.934787498399285,
PR,Permian Resources Corporation,Energy,Oil & Gas E&P,Hold,3.2732624990717873,B,C+,B+,B+,C+,60.2078807366733,41.314935064935064,68.67395762132604,70.12987012987014,35.064935064935064,Strong Buy,20,11.300471945464086,3.2,19.07,16161344512.0,14.8984375,12.962472,-0.098,0.516,0.09967,0.18462999,28.424614456627317,39.76650058205915,
UFCS,"United Fire Group, Inc.",Financial Services,Insurance - Property & Casualty,Hold,3.2732579866652682,A-,B-,C+,A,D,79.85227786980779,45.9698522597176,41.3168255207063,90.2,5.691056910569105,Buy,2,10.084262027724922,2.18,36.79,938956288.0,8.212053,9.863271,0.098,0.2,0.13722,0.08525,3.5754491156227974,15.194301892349937,
JLL,Jones Lang LaSalle Incorporated,Real Estate,Real Estate Services,Hold,3.2726623527263627,A-,A-,B-,C-,A-,77.4241450901286,76.32374400667084,45.15928515928516,23.140495867768596,75.0,Buy,10,28.896291512287963,0.0,294.19,13884188672.0,17.94936,11.8415575,0.117,0.681,0.10913,0.03033,-11.217403124920565,-6.431094248463998,
COLB,"Columbia Banking System, Inc.",Financial Services,Banks - Regional,Hold,3.2713136416181907,B+,B,C+,B-,B+,65.32204229020351,60.53989714514165,41.271777962050635,54.4,65.04065040650406,Hold,13,23.886336109008322,5.53,26.42,7808449024.0,11.486957,7.818118,0.512,0.06,0.08489,0.2557,-7.9077825854174115,3.0700025626700933,
IIPR,"Innovative Industrial Properties, Inc.",Real Estate,REIT - Industrial,Hold,3.271218649714207,A-,C-,A-,B-,B,79.88300504278784,17.26078799249531,75.53436462527371,52.47933884297521,60.83333333333333,Hold,4,10.598644578313255,14.31,53.12,1494577152.0,13.516539,11.08977,-0.131,-0.221,0.0625,0.44461,5.1927196075630455,0.19727965949980497,
LSCC,Lattice Semiconductor Corporation,Technology,Semiconductors,Hold,3.2712139698142177,D,A-,C,A-,A+,4.227056955522019,79.23728813559322,26.221448931995706,79.37276176293304,100.0,None,14,32.771168981481466,0.0,86.4,11818345472.0,4320.0,43.120876,0.242,,0.00433,0.0058899997,10.190021635914936,30.869440159345963,
GOGO,Gogo Inc.,Communication Services,Telecom Services,Hold,3.270261754735181,B,A+,B-,D+,A,56.510165506843734,98.4375,45.093795093795094,11.53846153846154,92.42424242424242,Buy,3,107.86926503340757,0.0,4.49,604721728.0,49.888885,5.6124997,0.673,,0.15163,0.0141900005,-19.96435128091122,-56.660230223983675,
OVV,Ovintiv Inc.,Energy,Oil & Gas E&P,Hold,3.270120514467264,A-,C,B,B+,C+,77.50566581216736,28.57142857142857,59.34381408065618,68.18181818181819,44.15584415584416,Buy,22,6.416439104314575,2.18,54.93,15563616256.0,11.4916315,9.512397,-0.06,,0.1154,0.14337,32.84101278798992,31.557815493971873,
JOE,The St. Joe Company,Real Estate,Real Estate - Diversified,Hold,3.270037139114647,C-,A-,B,A,D,15.601388892396713,82.79653950385658,62.58811895175531,94.21487603305786,6.666666666666667,None,0,,0.92,69.4,4007470592.0,34.87437,630.9091,0.235,0.594,0.15325,0.22529,15.473919405614534,32.6010873368789,
NCLH,Norwegian Cruise Line Holdings Ltd.,Consumer Cyclical,Travel Services,Hold,3.2699880013035085,B,B,B-,C+,A-,57.27192302013765,58.01886792452831,53.43423503986884,42.72300469483568,82.15962441314554,Buy,22,35.82641315519013,0.0,19.46,8864917504.0,21.152172,7.2304373,0.064,,0.23285,0.043070003,1.14345234666835,-27.765406034797145,
LBTYK,Liberty Global Ltd.,Communication Services,Telecom Services,Hold,3.2688810606955765,A-,B,C-,B+,B-,75.45930771737223,63.28125,21.443001443001442,66.92307692307692,53.03030303030303,None,0,,0.0,12.07,4043796480.0,,-3.6137724,0.096,,-0.6311,-1.46318,8.836788403320472,-0.330302706946739,
SGI,Somnigroup International Inc.,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Hold,3.268877064659112,C-,A,B+,C+,B+,22.047827248172673,92.6049908703591,66.78545346150979,37.793427230046944,73.23943661971832,Buy,8,35.22771760407153,0.89,76.63,16118401024.0,41.646736,18.724815,0.547,0.624,0.20910999,0.051370002,-16.821357233195243,-10.653414897734493,
IRDM,Iridium Communications Inc.,Communication Services,Telecom Services,Hold,3.2680621975184057,C+,C,A-,A+,C-,39.68652414980015,33.551520270270274,77.40259740259741,95.38461538461539,18.181818181818183,None,8,17.029862792574658,2.42,24.78,2600828672.0,23.377361,18.916033,-0.0,-0.242,0.22011,0.13121,32.4499093321839,36.990047445136966,
CAH,"Cardinal Health, Inc.",Healthcare,Medical Distribution,Hold,3.2670422873334886,B-,B+,C-,A,C+,51.95374257738589,65.74606537530266,22.77777777777778,87.98882681564245,43.888888888888886,Buy,15,13.773636405130318,0.95,219.09,51555385344.0,31.478447,18.92276,0.188,0.194,,0.00679,10.809820653377678,44.5225513858764,
VRTX,Vertex Pharmaceuticals Incorporated,Healthcare,Biotechnology,Hold,3.266853833250903,C-,B,A-,A-,C,20.68252073264279,59.40274414850687,80.43859649122808,77.93296089385476,33.88888888888889,Buy,27,14.24911634911008,0.0,478.13,121445023744.0,31.229914,21.841656,0.095,0.329,0.22541,0.32939997,7.531932405598263,20.323629331649904,
AHR,"American Healthcare REIT, Inc.",Real Estate,REIT - Healthcare Facilities,Hold,3.2664527946277615,C-,B+,C-,A-,A,21.56187940193206,72.64957264957265,21.82242000423819,81.81818181818183,86.66666666666667,Buy,13,10.522501438710918,1.92,52.13,9801928704.0,124.11906,56.458687,0.119,,0.025,0.03091,8.903625603188715,23.378911847640182,
HXL,Hexcel Corporation,Industrials,Aerospace & Defense,Hold,3.2660404675072545,C-,B+,C+,A-,A-,23.217019819542394,69.41084020927684,35.975643393733826,77.98353909465021,76.22950819672131,Buy,14,7.164464609800358,0.83,82.65,6579425280.0,60.32847,26.959059,0.037,8.166,0.07874,0.05776,8.379160861170632,32.6426234710977,
MSGS,Madison Square Garden Sports Corp.,Communication Services,Entertainment,Hold,3.265452224399593,D,A,C-,A+,B+,4.084161452582506,86.14864864864865,19.696969696969695,97.6923076923077,68.18181818181817,None,5,11.619864877845743,0.0,312.31,7517092864.0,,1491.4518,0.128,6.449,,-0.01546,39.31837558593729,47.48996458087367,
SEE,Sealed Air Corporation,Consumer Cyclical,Packaging & Containers,Hold,3.2637816326623907,B-,C+,B+,A-,C,52.13285998677613,39.386792452830186,67.09859154929578,81.45539906103286,30.046948356807512,Hold,6,8.073218965928053,1.91,41.97,6185272320.0,14.03679,11.424636,0.021,,0.4739,0.09431,0.7683036312069902,25.094853448061194,
HIG,"The Hartford Insurance Group, Inc.",Financial Services,Insurance - Diversified,Hold,3.2629239899262124,B+,B-,B,A-,C-,65.09029156643359,51.39517345399698,55.21539957400453,78.19999999999999,17.88617886178862,Buy,20,12.231232795178926,1.78,134.41,37486989312.0,10.090841,9.275854,0.067,0.382,0.21656,0.13518,3.6433481224476427,1.7705709574888262,
XPEL,"XPEL, Inc.",Consumer Cyclical,Auto Parts,Hold,3.2612042927547504,C+,A,B+,B-,C+,36.12653652667147,85.12020693852708,73.31693866905135,46.24413145539906,40.375586854460096,Strong Buy,3,44.79479262069865,0.0,38.215,1054893888.0,20.656757,15.791322,0.137,0.491,0.20206,0.10757,-24.161539069495465,6.448463442131902,
CARG,"CarGurus, Inc.",Consumer Cyclical,Auto & Truck Dealerships,Hold,3.260902129435568,C+,B+,A,C,B-,40.99283592865972,65.04488740109555,94.47410388255459,33.568075117370896,53.52112676056338,Buy,12,15.606169250645996,0.0,30.96,2955231232.0,15.7959175,10.618485,0.055,0.195,0.42962003,0.17188999,-16.594825186251672,-14.687243816648143,
AAMI,Acadian Asset Management Inc.,Financial Services,Asset Management,Hold,3.2586311142968523,C,D+,B+,A-,A,30.977889627246903,14.91986043722401,67.27260263726973,82.4,88.21138211382113,Hold,3,8.040027838536478,0.8,50.29,1796487936.0,22.755655,9.182588,0.026,-0.148,1.24605,0.14192,4.574265914169784,4.162813939962673,
CME,CME Group Inc.,Financial Services,Financial Data & Stock Exchanges,Hold,3.258354428301766,D,B-,A-,A+,C,6.909530866916813,53.11335841101965,80.95434108905256,97.19999999999999,26.422764227642276,Hold,14,-1.9202737877181186,1.71,311.19,111876669440.0,27.884409,24.485374,0.08,0.35,0.1475,0.62584,20.188518160687007,21.9978808151438,
FBRT,"Franklin BSP Realty Trust, Inc.",Real Estate,REIT - Mortgage,Hold,3.2582776995869343,A,B-,B,D+,A-,87.49644192977476,52.25140712945591,62.06682206682207,14.876033057851242,82.5,None,4,47.058823529411775,8.88,9.01,735275584.0,14.078126,7.405459,0.498,-0.55,0.05205,0.29182,-11.674634177352472,-16.389646715324858,
FCF,First Commonwealth Financial Corporation,Financial Services,Banks - Regional,Hold,3.2574913951120905,B,B,B-,B,B-,59.59624174123899,57.620527358301985,50.35989919190934,61.199999999999996,50.81300813008131,None,6,21.031726190476196,3.21,16.8,1743268480.0,11.428571,8.593349,0.148,0.228,0.102919996,0.31368,-0.8148126711001735,-3.4034729853329115,
SBRA,"Sabra Health Care REIT, Inc.",Real Estate,REIT - Healthcare Facilities,Hold,3.25700559077184,C+,B-,B-,A-,B,43.55563654859061,48.52511986658328,47.72056226601681,76.85950413223141,61.66666666666667,Buy,13,4.760490856592869,5.77,20.78,5239587840.0,32.46875,26.471338,0.158,-0.447,0.05589,0.20059,11.013054857424098,12.061262503346759,
OMF,"OneMain Holdings, Inc.",Financial Services,Credit Services,Hold,3.2566934233358937,B+,B+,B+,C-,B-,73.90961074822508,68.51114866706645,70.2573819163293,22.6,54.87804878048781,Buy,14,36.91945340671854,7.81,52.69,6203294208.0,8.032012,5.897126,0.122,0.637,0.23756,0.26337,-20.213409243722722,-11.539308562180539,
CROX,"Crocs, Inc.",Consumer Cyclical,Footwear & Accessories,Hold,3.2558271539829367,B+,D+,B-,B,A+,70.80400282142472,11.778758368837492,54.79469409046874,56.80751173708921,98.12206572769952,Hold,11,29.23407007409269,0.0,79.63,4134043648.0,,5.617874,-0.032,-0.68,-0.0519,-0.0201,-8.639287913870131,-1.6306324867265576,
ITGR,Integer Holdings Corporation,Healthcare,Medical Devices,Hold,3.255262495164926,B,B-,C+,B-,B+,64.60775508676913,54.353309120258274,39.72514619883041,53.910614525139664,74.44444444444444,Buy,8,11.19447779111644,0.0,83.3,2918700800.0,28.82353,11.533212,0.05,0.529,0.061100002,0.05546,15.774848552005526,-20.080593574634374,
SCHW,The Charles Schwab Corporation,Financial Services,Capital Markets,Hold,3.254500656579353,C-,B+,A-,B,B,16.819852574043473,69.88315251958059,78.2986013690389,55.400000000000006,63.41463414634146,Buy,19,32.27116396317405,1.38,91.24,162127708160.0,19.621504,13.438575,0.189,0.411,0.18101999,0.37005,-4.448267434062847,-2.269470621125702,
BDX,"Becton, Dickinson and Company",Healthcare,Medical Instruments & Supplies,Hold,3.2544391558355286,B,C+,C+,B+,B+,61.7599323518736,40.8545197740113,44.62573099415205,67.31843575418995,67.22222222222223,Buy,13,23.50676564555536,2.57,159.63,57833168896.0,26.083334,11.826407,0.016,0.286,0.0696,0.08014,2.9970435456029287,7.818201493612542,
SEZL,Sezzle Inc.,Financial Services,Credit Services,Hold,3.2533725226502734,C,A-,A,C-,B+,26.954444024887476,84.17516218721038,88.79805668016193,23.2,70.32520325203252,Buy,5,48.56792770715268,0.0,65.29,2229856256.0,17.551075,11.263364,0.322,0.668,1.03343,0.29566,-8.698086911507874,-25.53604040516191,
HPE,Hewlett Packard Enterprise Company,Technology,Communication Equipment,Hold,3.253346370405813,A,C+,C-,C+,A+,89.11823393965064,43.84240894338262,19.390293562358867,44.2133815551537,98.73417721518987,Buy,19,20.281927710843384,2.66,21.58,28799223808.0,,7.927907,0.184,-0.303,-0.00471,-0.0033000002,-14.054679683548166,-12.210323986128257,
ARWR,"Arrowhead Pharmaceuticals, Inc.",Healthcare,Biotechnology,Hold,3.252507068346878,C-,A+,A,B,F,18.628111237828683,100.0,85.35380116959064,61.731843575419,0.5555555555555556,Buy,11,47.9069987275041,0.0,55.01,7703170560.0,34.38125,-12.801954,104.613,,0.75496,0.18540001,-20.124876134508206,85.09421692779651,
SOLS,"Solstice Advanced Materials, Inc.",Basic Materials,Specialty Chemicals,Hold,3.2513472323584818,C-,C+,B,A,B,18.895159388599485,38.3756038647343,63.18873668188737,91.78082191780823,61.64383561643836,Buy,6,16.305951720310773,0.4,72.08,11442524160.0,48.37584,22.910833,0.081,-0.693,0.12503,0.06099,47.017596200066066,,
SEM,Select Medical Holdings Corporation,Healthcare,Medical Care Facilities,Hold,3.2510317139929104,A-,N/A,C,A-,D+,80.93047709369463,,33.614035087719294,80.44692737430168,13.333333333333334,Hold,4,2.37068965517242,1.54,16.24,2014057216.0,14.0,12.011834,,,0.10639,0.026819998,7.364284999587345,27.911324175538986,
SPNT,SiriusPoint Ltd.,Financial Services,Insurance - Reinsurance,Hold,3.2509349905520732,A,B+,B-,B,D,87.99764912523055,69.87951807228916,47.440926133684535,58.400000000000006,4.0650406504065035,Buy,2,18.811881188118807,0.0,20.2,2363203840.0,5.5494504,7.283663,0.194,,0.20868,0.15409,-7.466788499325528,5.4279757874234,
HAL,Halliburton Company,Energy,Oil & Gas Equipment & Services,Hold,3.249814276984556,B-,B-,C+,B+,B+,47.26232802703391,49.188311688311686,44.0293916609706,68.18181818181819,74.02597402597402,Buy,25,4.762342135476461,1.89,34.84,29322270720.0,23.226667,12.959091,0.008,-0.005,0.12274,0.05783,20.553674590899984,57.917335051795085,
EVTC,"EVERTEC, Inc.",Technology,Software - Infrastructure,Hold,3.2487952448631017,A-,C+,B,B-,C+,80.89464540560991,38.97854309412189,63.03298411875763,53.2381306953161,42.19409282700422,Buy,5,12.297623148467096,0.69,29.03,1857450880.0,13.195455,6.829351,0.131,-0.099,0.23444,0.15195,1.4348195099577854,-14.99162912150178,
IR,Ingersoll Rand Inc.,Industrials,Specialty Industrial Machinery,Hold,3.2486003252410405,C,B+,B-,B-,A-,34.50601411451404,68.03048162623818,54.72631054886479,48.148148148148145,84.8360655737705,Buy,15,25.7443267216952,0.09,81.17,32071110656.0,55.97931,20.827879,0.101,0.184,0.057729997,0.07599,0.256525792007678,0.232836900813993,
PWR,"Quanta Services, Inc.",Industrials,Engineering & Construction,Hold,3.2459269682528857,D+,B+,C,A,A-,13.99839457395029,68.21091051967657,26.754176070885393,90.94650205761317,77.45901639344262,Buy,26,2.2627401174789785,0.08,566.91,84820746240.0,83.2467,36.80091,0.197,0.026,0.12739,0.03611,22.6840233581999,45.56889649938925,
MASI,Masimo Corporation,Healthcare,Medical Devices,Hold,3.2456052641227497,D+,B,B,A,B-,14.27390873754735,64.40677966101694,59.89473684210526,86.03351955307264,46.111111111111114,None,5,1.7663817663817527,0.0,175.5,9426797568.0,45.822456,26.72396,0.12,,0.23427999,-0.09922,25.563421789619987,20.03282397999837,
NTCT,"NetScout Systems, Inc.",Technology,Software - Infrastructure,Hold,3.2453823514149622,A-,C,B,B+,C+,76.29227391206481,27.74296790479625,55.47069929293302,72.62968478530652,40.50632911392405,None,3,1.2086826347305513,0.0,30.06,2170943744.0,22.601503,12.0722885,-0.005,0.119,0.06067,0.11134,7.242237829561149,16.511631352376742,
AX,"Axos Financial, Inc.",Financial Services,Banks - Regional,Hold,3.2450111309456826,B,B,B,B-,C+,55.52708144757584,64.37287611986407,62.93375087394111,53.599999999999994,41.05691056910569,Buy,6,32.293881407984884,0.0,84.66,4798380544.0,10.743655,8.548061,0.218,0.233,0.16750999,0.36040002,-1.1443243771985578,-8.227642276422763,
RKLB,Rocket Lab Corporation,Industrials,Aerospace & Defense,Hold,3.2445929339360644,F,A+,D+,A,A-,1.673881946099872,96.29629629629629,12.22555693042885,87.86008230452674,80.73770491803278,Buy,12,31.459953195846136,0.0,68.37,38796247040.0,,517.6016,0.357,,-0.18837999,-0.32936,18.86300322650967,41.17282587068909,
CB,Chubb Limited,Financial Services,Insurance - Property & Casualty,Hold,3.2442796378365846,B-,C+,B-,A,C-,47.41749655026932,44.44792745643206,52.12684779604247,94.6,24.390243902439025,Buy,23,2.4686400048549606,1.2,329.56,129698619392.0,12.828338,11.340518,0.055,0.279,0.14337,0.17291,11.13508818493072,16.497572531699923,
QRVO,"Qorvo, Inc.",Technology,Semiconductors,Hold,3.243368987770498,A-,B+,B-,B-,C+,76.08449265916391,66.99197619906238,50.22692777551549,45.896713115626,39.66244725738397,Hold,16,12.273073505141552,0.0,78.77,7302426112.0,21.699722,11.675441,0.084,3.07,0.09624,0.091079995,-12.126282311090353,-10.151703381805133,
AKAM,"Akamai Technologies, Inc.",Technology,Software - Infrastructure,Hold,3.241092404070172,B,C-,B-,A-,B,56.11492238628033,24.98196898665705,48.15588790582312,83.99815622451513,61.18143459915611,Buy,23,2.960244619323027,0.0,105.47,15281349632.0,34.35505,13.880299,0.074,-0.374,0.091730006,0.10742,22.001161044742588,33.16919705050678,
UPBD,"Upbound Group, Inc.",Technology,Software - Application,Hold,3.2398446484394507,A,C,C+,C+,A-,94.08126917169594,31.865308330328165,43.37689260726317,41.43708116157856,78.48101265822784,Strong Buy,7,62.53686558839932,8.7,17.93,1042048640.0,14.344,3.8162498,0.109,-0.382,0.11058,0.0156,-3.633547495042,-27.003360778657004,
NBTB,NBT Bancorp Inc.,Financial Services,Banks - Regional,Hold,3.239064725706904,B,B+,C+,B-,B,56.49045780800561,74.47618528412292,41.62376469440515,51.2,57.72357723577236,None,6,19.19192727272727,3.51,41.25,2153431808.0,12.387387,9.003739,0.24,0.395,0.098900005,0.25457,-4.977423280278215,-3.7922188661538514,
APH,Amphenol Corporation,Technology,Electronic Components,Hold,3.238715526165564,C,A-,B+,B,C,28.973820947822198,81.18463757663181,72.4665901602932,61.06265290926497,27.848101265822784,Buy,18,28.88449075834789,0.74,131.47,161604894720.0,39.362278,25.548447,0.491,0.576,0.36851,0.1849,-5.016206300490356,10.409344998820114,
EGP,"EastGroup Properties, Inc.",Real Estate,REIT - Industrial,Hold,3.2385146056723495,C-,B+,B+,B+,B,18.32104779946867,67.57869501771941,69.50342586706223,66.52892561983471,55.00000000000001,Buy,19,9.095176183400543,3.29,188.44,10053048320.0,38.773663,34.702732,0.143,0.087,0.075840004,0.35771,4.07004315548134,14.40249310946038,
NOC,Northrop Grumman Corporation,Industrials,Aerospace & Defense,Hold,3.238445261989986,C+,B+,B,A,D,38.62039229253053,66.7049237959344,59.11612726373742,89.09465020576133,5.327868852459016,Buy,21,-1.6173570555480077,1.26,736.3,105084780544.0,25.293713,24.51373,0.096,0.152,0.26167,0.09968001,33.005296931003826,27.223951498656042,
PTEN,"Patterson-UTI Energy, Inc.",Energy,Oil & Gas Drilling,Hold,3.2367910685805423,A,C+,D+,A+,C-,85.51310093415357,44.8051948051948,12.754613807245386,96.75324675324676,20.77922077922078,Buy,14,-10.261015228426395,4.06,9.85,3738815744.0,,-40.93762,-0.01,,-0.02777,-0.0194,54.289817622799895,81.76762493597376,
MLI,"Mueller Industries, Inc.",Industrials,Metal Fabrication,Hold,3.236468494295256,B,B-,A-,B-,C-,64.97004002231606,53.97150360857786,77.49745733836485,54.938271604938265,19.262295081967213,None,2,26.308191988451824,1.26,110.84,12304750592.0,16.157434,13.27425,0.042,0.139,0.25614,0.18312,-1.7637169181601187,12.35532941533859,
KN,Knowles Corporation,Technology,Electronic Components,Hold,3.236193329833437,B-,B-,C+,B+,B,50.69606546810279,51.47403534078615,43.31025802391441,69.26036237279723,63.29113924050633,None,4,13.95441823270691,0.0,25.01,2129648768.0,43.12069,16.71043,0.138,0.135,0.06646,0.07451,4.995803192366766,12.455037128548362,
